CaseNumber;Year;Month;FY;AcquiringFirm;TargetFirm;Size;Phase;Sector;SIC;Approval_Status;Joint_Venture;Joint_Control;Overlap_Type;Product_Market;Geographic_Market;TOH_Assess;Barriers_Assess;Barriers_Significant;Barriers_Identified;Barriers_Regulatory;Barriers_Structural;Barriers_Strategic;Entry_Assess;Num_Entered;Expansion_Assess;Num_Expand;Countervail_Assess;Countervail_Finding;Import_Comp;Import_Share;Import_Constraint;Efficiency_prov;Efficiency_substantive;Counterfactual_Assess;PublicInterest_Assess;PublicInterest_Identified;Conditions;Conditions_Comp_Type;Conditions_PI_Type
2019NOV0024;2019;NOV;2019/20;Kwande Capital Proprietary Limited;The Glass Division of Nampack Products Umited;I;3;Manufacture of bottles and glass containers;23100;Approved with conditions;No;Yes;Vertical;supply of clear beer;National;Vertical effects, Unilateral effects, Removal of a potential competitor, Customer foreclosure, Input foreclosure;Yes;Yes;Structural, Regulatory, Strategic;Licences, Trade barriers;Capital investment costs, Initial set-up costs;Experience and expertise;Yes;Not indicated;No;;Yes;No;No;;;No;;Yes;Yes;Effect on employment, Transformation - increasing BBBEE and HDP ownership, Ability of HDP owned/controlled firms to become competitive, Effect on particular industrial sector or region;Both;Behavioural - Supply or volume related conditions, Behavioural - No sharing of competitively sensitive information/information exchange;Remedies related to the enhancement of HDP owned/controlled businesses/suppliers
2019NOV0024;2019;NOV;2019/20;Kwande Capital Proprietary Limited;The Glass Division of Nampack Products Umited;I;3;Manufacture of bottles and glass containers;23100;Approved with conditions;No;Yes;Vertical;supply of FABs;National;Vertical effects, Unilateral effects, Removal of a potential competitor, Customer foreclosure, Input foreclosure;Yes;Yes;Structural, Regulatory, Strategic;Licences, Trade barriers;Capital investment costs, Initial set-up costs;Experience and expertise;Yes;Not indicated;No;;Yes;No;No;;;No;;Yes;Yes;Effect on employment, Transformation - increasing BBBEE and HDP ownership, Ability of HDP owned/controlled firms to become competitive, Effect on particular industrial sector or region;Both;Behavioural - Supply or volume related conditions, Behavioural - No sharing of competitively sensitive information/information exchange;Remedies related to the enhancement of HDP owned/controlled businesses/suppliers
2019NOV0027;2019;NOV;2019/20;Enaex S.A;SASOL South Africa Limited;I;2;The manufacture of explosives;20291;Approved;No;No;Vertical;supply of ammonia;National;;No;;;;;;No;;No;;No;;Yes;;;No;;No;Yes;Effect on employment, Transformation - increasing BBBEE and HDP ownership;;;
2019NOV0027;2019;NOV;2019/20;Enaex S.A;SASOL South Africa Limited;I;2;The manufacture of explosives;20291;Approved;No;No;Vertical;supply of electronic initiation systems;National;;No;;;;;;No;;No;;No;;Yes;;;No;;No;Yes;Effect on employment, Transformation - increasing BBBEE and HDP ownership;;;
2019NOV0029;2019;NOV;2019/20;The Spar Group Ltd;Monteagle Africa Ltd;L;2;Sourcing, packaging, warehousing and distribution;52290;Approved;No;Yes;None;Sourcing, packaging, warehousing and distribution;National;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0030;2019;NOV;2019/20;K2018393232 (South Africa) Proprietary Limited;Tsiko Africa Group Proprietary Limited;I;1;Other service activities;90;Approved;No;No;None;provides security and fire detection products and services, logistics services, design and manufacturing of information, communications technology and software development, marketing, selling and installation of fibre optical networking equipment, and data analytics services.;National;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0031;2019;NOV;2019/20;Gulumbi Defence Solutions Proprietary Limited;The business conducted by SA Ladder Proprietary Limited, being, inter alia, the manufacturing and distribution of ladders, trolleys, castors, wheels and ladder accessories;I;2;Other manufacturing n.e.c.;3290;Approved;No;No;None;production of ladders, wheels, castors and accessories as does SA Ladder;National;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0032;2019;NOV;2019/20;Sana Partners Fund 1;Ares Holdings Proprietary Limited;I;1;Apparel and footwear distribution;901;Approved;No;No;None;Apparel and footwear distribution;National;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0033;2019;NOV;2019/20;TFC Operations Proprietary Limited;Megaphase Trading 274 CC and Witbank Fresh Produce Supplies CC;I;1;Fuel retail;430;Approved;No;No;Horizontal ;retail sale fast-moving consumer goods through convenience stores;Nelspruit;Creeping merger;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0033;2019;NOV;2019/20;TFC Operations Proprietary Limited;Megaphase Trading 274 CC and Witbank Fresh Produce Supplies CC;I;1;Fuel retail;430;Approved;No;No;Horizontal ;supply of fuel products to consumers through fuel stations;Mpumalanga;Creeping merger;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0035;2019;NOV;2019/20;Mr Sven Thieme;The assets and identified liabilities of the Werner List Trust;I;1;Supply of beverages, fish and meat;302;Approved;No;No;None;Supply of beverages, fish and meat;National;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0036;2019;NOV;2019/20;Astrim Holdings Proprietary Limited;Aviz Laboratories CC;I;1;Pharmaceutical;209;Approved;No;No;Horizontal ;Pharmaceutical;National;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0037;2019;NOV;2019/20;Lussin Piccolo Rustenburg Properties Proprietary Limited;The Immovable property and rental enterprise known as Portion 11 (of 1) of Erf 26 Comubia Township;I;2;Real estate activities with own or leased property;6810;Approved;No;No;None;Real estate activities;National;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0038;2019;NOV;2019/20;HIROWORX PROPRIETARY LIMITED;GROWTHPOINT PROPERTIES LIMITED in respect of the shares and daims in GRT BLOEKOM PROPERTIES PROPRIETARY LIMIED;I;1;Real Estate activities with own or leased property;681;Approved;No;No;Horizontal ;Real Estate activities with own or leased property;National;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0039;2019;NOV;2019/20;Azelis UK Holdings Limited;Orkila Holdings SAL;I;1;Real Estate activities with own or leased property;681;Approved;No;No;Horizontal ;distribution of specialty chemicals;International;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0040;2019;NOV;2019/20;TFC Operations Proprietary limited;Azitex CC;I;2;Retail of Fuel;45500;Approved;No;No;Horizontal ;retail sale of fuel products and convenience stores;Ekurhuleni North Magisterial District;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019NOV0041;2019;NOV;2019/20;Outotec Oyi;The minerals business of Metso Oyi;I;3;Manufacturing;2824;Approved with conditions;No;No;Horizontal ;supply of flotation equipment;National;;Yes;Yes;Regulatory, Structural, Strategic;Registration restrictions;Economies of scale, Initial set-up costs, Capital investment costs;Experience and expertise;No;Not indicated;No;;Yes;Yes;No;;;No;;No;Yes;Effect on employment, Ability of HDP owned/controlled firms to become competitive;Public Interest;;Creation of opportunities to beneficiate local resources. Moratorium on merger specific retrenchments for set period of time
2019NOV0041;2019;NOV;2019/20;Outotec Oyi;The minerals business of Metso Oyi;I;3;Manufacturing;2824;Approved with conditions;No;No;Horizontal ;supply of grinding equipment;National;;Yes;Yes;Regulatory, Structural, Strategic;Registration restrictions;Economies of scale, Initial set-up costs, Capital investment costs;Experience and expertise;No;Not indicated;No;;Yes;Yes;No;;;No;;No;Yes;Effect on employment, Ability of HDP owned/controlled firms to become competitive;Public Interest;;Creation of opportunities to beneficiate local resources. Moratorium on merger specific retrenchments for set period of time
2019DEC0001;2019;DEC;2019/20;Shashe Trading (Pty) Ltd;Devenco 44 (Pty) Ltd;I;2;Grocery retail;4711;Approved;No;No;Horizontal ;Groceries;Giyani;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019DEC0001;2019;DEC;2019/20;Shashe Trading (Pty) Ltd;Devenco 44 (Pty) Ltd;I;2;Grocery retail;4711;Approved;No;No;Horizontal ;Liquor;Giyani;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019DEC0001;2019;DEC;2019/20;Shashe Trading (Pty) Ltd;Devenco 44 (Pty) Ltd;I;2;Grocery retail;4711;Approved;No;No;Horizontal ;;Giyani;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019DEC0002;2019;DEC;2019/20;Senatla Capital Investment Management;Joe Public United Holdings Proprietary Limited;I;2;Conducting marketing campaigns and other advertising services aimed at attracting and retaining customers;73100;Approved;No;Yes;Conglomerate;;;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019DEC0003;2019;DEC;2019/20;Packaging South Africa;Rolfes Holdings Limited;I;1;Chemical Provider;202;Approved;No;Yes;Vertical;;;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019DEC0004;2019;DEC;2019/20;TFC Operations Proprietary Limited;PE Convenience Centre Proprietary Limited;I;1;Fuel Station;400;Approved;No;No;Horizontal ;Retail sale of fuel products;Regional;Creeping merger;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019DEC0005;2019;DEC;2019/20;Masimong Group Holdings Proprietary Limited ;Anchor Strockbrokers Proprietary Limited;I;1;Financial services;66120;Approved;No;No;Conglomerate;;;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019DEC0007;2019;DEC;2019/20;Spear REIT Limited;The immovable property and rental enterprise known as The Liberty Life Building ;I;1;Real estate activities with own or leased property;681;Approved;No;No;Horizontal ;Rentable Office Space;Century City;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019DEC0008;2019;DEC;2019/20;Drs Dietrich, Voigt, Mia & Partners;Dr WJH Vermaak Incorporated;I;1;Pathology;202;Approved;No;No;Horizontal ;Pathology Testing;Gauteng;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019DEC0013;2019;DEC;2019/20;KIND INVESTMENT PROPRIETARY LIMITED;Assets and firms compromising the South African retail operations of Choppies Enterprises Limited;I;2;Retail sale of food, beverages or tobacco;4711;Approved;No;No;None;Retail;National;;No;;;;;;No;;No;;No;;No;;;No;;Yes;Yes;Effect on employment;;;
2019Dec0016 ;2019;Dec;2019/20;Zebra R21 Proprietary Limited;The immovable property and rental enterprise known as 'The Savino Del Bene Building';I;2;Real estate activities with own or leased property;681;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effect on employment;;;
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
